text,label
is having an insane week ! no time to watch any shows missed sytycd & amp ; a weeks worth of im a celeb . this shall be impossible to catch up,0
green day was great on snl tonight .,4
username i kind of miss you a lot,0
been shopping to meadowhall bought lots of nice things but then hit the brick wall of shopping lol and couldnt be bothered anymore,4
so tired back to new york . taking a long nap,0
hi all . just bloggin ' and lurkin ' .,4
"downside to urban living : regularly having the scent of improperly removed , sidewalk dog sh * t , wafting through the air",0
"never mind , it was 100 % worth it .",4
username here and unfortunately not with you,0
gutted the arsenal did n't win well done to chelsea just make sure you win now lol,4
adian davis soo hot !,4
username i miss you so much-o,0
drink number 4 + subway choco chip cookies,4
@ hollywoodtoni . okay kool ... i might be touring all summer long but we can make it happen !,4
i am babysitting rite now ! ! !,0
"username will do , no luck so far",0
"sleeping . toucans tomorrow , anyone ?",4
she scratched me so hard on my hand that my skin is peeled off a bit and it bleeded even ...,0
username link pls ? thanks,4
username nice ! kings is in grantham .. its an all boys skool . rofl i go to an all girls skool . sage still got meh as his bckground ..,0
good morning twitterland . happy monday,4
eathershaper,4
anyways just woke up from a really strange dream : s and now time to study mathematics ! ! : o,0
username kdkdkdkd vocee ? ? ?,0
is working on 'the ashes 2009 ' i feckin hate cricket,0
username username yeh mine doesnt work url,0
username my weekend has been miserable,0
"@ cutie_vee : got some recommendations ? i fail at eyelinering , it 's so embarassing when i ca n't do basic make up for models on my shoots",0
just woke up and liking this messy hairstyle,4
"username i 'm good thanks trying to get my creative juices flowin , but i 'm sleepy ! ! lol",4
just ate the last of the leftover monical 's,0
weird to say but calvin 's apartment ? he hangs toilet paper the way my friends and i use to say was right . paper in the back,4
hard drive bricked ! i 'm dead in the water while it 's away for data recovery,0
need another hit of nkotb .. i 'm starting to get depressed,0
username hey thanks for following me please dont forget to visit my blog url thanks,4
... and i 'm out !,4
just got pau a gig username dole cannery and bout to watch family guy ! !,4
twitter rocks,4
username you 'll be fine though : $ . awwh lol ; ) i want a hamster again : $ paddy ? ; ) cute ; p,0
hoping that today is better then yesterday . i must do whatever it takes to get out of my apt .,4
on this # followfriday everyone should follow username because he was the only person to give me a birthday hug,4
username pattycakes really got it ?,4
"username lol ! ! i like your point of view ! the beer just needs to be really cold , and the glass iced for about 20 minutes . perfect !",4
i feel nautious !,0
username htl suck bad after this is a stick up,0
movies with a bunch ' a girls and a big cup of ice .,4
username hey ! just sent it . wah . using google chrome and it took way too long .,4
"8 days till my birthday , and 8 days till all my friends leave to camp so much to do today for my party ! !",0
username thats ok keeks i 'll pass the 151 to you that will chill you out,4
up up and away !,4
username shweet .,4
being bullied by my little sister,0
listening to dad cough .,0
username url ! hope to see u back on maui soon,4
username i was hacked ! i never checked out the link ? now i ca n't delete it,0
"back from weekend in # geneva , great place weather and food.will look for a job there tomorrow !",4
username he is cute though,4
gossip girl season ii last episode airing today,4
i lovee to live a - f a s t - pace lifestyle !,4
is n't feeling to wonderful,0
username what else out there ? sprint sucks too i got ta tell you,0
dizzy with twitter happy sabbath all,4
praying for my friend he 's having a rough time and i had no idea . wish i could help,0
@ shontelle_layne . hi ! i 'm also username thank you so much for the greet ! super thanks ! still waiting for username to greet,0
username si gentile . you are a big sweetie .,4
currently in costa coffee im liking this place more and more . were sat in the business lounge . oo were businessy today .,4
r.i.p kayleigh my heart goes out her family and gemma xx,0
username your loss ..,0
username do you really want to know ? i will tell you if you want to .,4
"username can you tell the difference ( aura and such ) ? if not , can you stand to be sick or would you rather just sleep it through ?",0
gahh ! ! ! enrollment o_o it 's crazy tiring . but i bet i 'll miss it when i graduate . i bet i 'll miss everything when i graduate ! !,0
tinchy stryder was mint last night ! was at the front and the lot,4
username is this how i write stuff to you ? haha i just got twitter and i see that you have it too hey !,4
url,4
"bubba 's , campisi 's , tiff 's treats and a movie",4
goodmornin when you wake up have a good day,4
username i 'm ready to see all of you on stage ! unforunately you will not come to my country . c ya in londonn ! ! ! !,0
username eyeroll appreciated .,4
"username running errands makes your credit card pooped ? scary . hope your day was good , tho ' !",4
have to go to change for dancing . i dont want to gohoo,0
username lol you 're so witty scott !,4
sad face twitter 's messed up my page,0
username ok ! thanks,4
"the heart hurt is starting to set in now . have to remember what 's in front , but it ai n't coming easy ...",0
username hope my bestie feels better i miss her,0
username you 're so good man ! i was glad also that u sang almost all my favorite songs in your album .,4
bout to upload saturdays vid ... btw it sucks ...,4
username the link did not work for me,0
username do they take checks ?,4
username lucky ! ! mine is en route to ninja town still & amp ; im leaving town before it gets here .,0
its really freezing in this house .,0
username happy belated birthday ! ! !,4
gots my phone text me .,4
username see ! it 's cause you cut your hair ! you 're like the anti-samson ! ! !,4
wow ... our expectations of quick response to events by media has risen dramatically after using twitter,4
username why serato bruv use cd ! ! ! ahahahahah ; ),0
"today is not a cute day . school is so boringg , why wont teachers make class a bit fun ? ! i just wan na go homee & amp ; rest .",0
"username yeah , but i like the new profile pic more . it screams intrigue !",4
@ mandayy,0
i have to be up in 3 hours isleep now .,0
@ tinafightsfire,4
username yeah we did ! just the flask but i did n't realise that that was enough lol ! and i even spilt the remaining quarter of mine,0
political cartoon due at the beginning of the hour tomorrow . see you then !,4
username sadness ! i love you !,0
is there anybody out there today ? or has everyone already started the long weekend ?,4
username the owner of username in estes is on twitter . just a recommendation . have fun !,4
username cheers for the aptism link,4
"username lol , you sounded out of breathe the minute we spoke , goofy butt . i could n't find the place artesia/downey here i come !",0
